0,6040,6150,6765,6875
1,6240,6350,6765,6875
2,6440,6550,6765,6875
3,6640,6750,6765,6875
4,6840,6950,6765,6875
5,7040,7150,6765,6875
6,7240,7350,6765,6875
7,7440,7550,6765,6875
8,7640,7750,6765,6875
9,7840,7950,6765,6875
10,8040,8150,6765,6875
11,8240,8350,6765,6875
12,8440,8550,6765,6875
13,8640,8750,6765,6875
14,8840,8950,6765,6875
15,9040,9150,6765,6875
16,9240,9350,6765,6875
17,9440,9550,6765,6875
18,9640,9750,6765,6875
19,9840,9950,6765,6875
20,10040,10150,6765,6875
21,10240,10350,6765,6875
22,10440,10550,6765,6875
23,10640,10750,6765,6875
24,10840,10950,6765,6875
25,11040,11150,6765,6875
26,11240,11350,6765,6875
27,11440,11550,6765,6875
28,11640,11750,6765,6875
29,11840,11950,6765,6875
30,12040,12150,6765,6875
31,12240,12350,6765,6875
32,12440,12550,6765,6875
33,12640,12750,6765,6875
34,12840,12950,6765,6875
35,13040,13150,6765,6875
36,13240,13350,6765,6875
37,13440,13550,6765,6875
38,13640,13750,6765,6875
39,13840,13950,6765,6875
40,14040,14150,6765,6875
41,14240,14350,6765,6875
42,14440,14550,6765,6875
43,14640,14750,6765,6875
44,14840,14950,6765,6875
45,15040,15150,6765,6875
46,15240,15350,6765,6875
47,15440,15550,6765,6875
48,15640,15750,6765,6875
49,15840,15950,6765,6875
50,16040,16150,6765,6875
51,16240,16350,6765,6875
52,16440,16550,6765,6875
53,16640,16750,6765,6875
54,16840,16950,6765,6875
55,17040,17150,6765,6875
56,17240,17350,6765,6875
57,17440,17550,6765,6875
58,17640,17750,6765,6875
59,17840,17950,6765,6875
60,18040,18150,6765,6875
61,18240,18350,6765,6875
62,18440,18550,6765,6875
63,18640,18750,6765,6875
64,18840,18950,6765,6875
65,19040,19150,6765,6875
66,19240,19350,6765,6875
67,19440,19550,6765,6875
68,19640,19750,6765,6875
69,19840,19950,6765,6875
70,20040,20150,6765,6875
71,20240,20350,6765,6875
72,20440,20550,6765,6875
73,20640,20750,6765,6875
74,20840,20950,6765,6875
75,21040,21150,6765,6875
76,21240,21350,6765,6875
77,21440,21550,6765,6875
78,21640,21750,6765,6875
79,21840,21950,6765,6875
80,22040,22150,6765,6875
81,22240,22350,6765,6875
82,22440,22550,6765,6875
83,22640,22750,6765,6875
84,22840,22950,6765,6875
85,23040,23150,6765,6875
86,23240,23350,6765,6875
87,23440,23550,6765,6875
88,23640,23750,6765,6875
89,23840,23950,6765,6875
90,24040,24150,6765,6875
91,24240,24350,6765,6875
92,24440,24550,6765,6875
93,24640,24750,6765,6875
94,24840,24950,6765,6875
95,25040,25150,6765,6875
96,25240,25350,6765,6875
97,25440,25550,6765,6875
98,25640,25750,6765,6875
99,25840,25950,6765,6875
100,26040,26150,6765,6875
101,26240,26350,6765,6875
102,26440,26550,6765,6875
103,26640,26750,6765,6875
104,26840,26950,6765,6875
105,27040,27150,6765,6875
106,27240,27350,6765,6875
107,27440,27550,6765,6875
108,27640,27750,6765,6875
109,27840,27950,6765,6875
110,28040,28150,6765,6875
111,28240,28350,6765,6875
112,28440,28550,6765,6875
113,28640,28750,6765,6875
114,28840,28950,6765,6875
115,29040,29150,6765,6875
116,29240,29350,6765,6875
117,29440,29550,6765,6875
118,29640,29750,6765,6875
119,29840,29950,6765,6875
120,30040,30150,6765,6875
121,30240,30350,6765,6875
122,30440,30550,6765,6875
123,30640,30750,6765,6875
124,30840,30950,6765,6875
125,31040,31150,6765,6875
126,31240,31350,6765,6875
127,31440,31550,6765,6875
128,31640,31750,6765,6875
129,31840,31950,6765,6875
130,32040,32150,6765,6875
131,32240,32350,6765,6875
132,32440,32550,6765,6875
133,32640,32750,6765,6875
134,32840,32950,6765,6875
135,33040,33150,6765,6875
136,33240,33350,6765,6875
137,33440,33550,6765,6875
138,33640,33750,6765,6875
139,33840,33950,6765,6875
140,34040,34150,6765,6875
141,34240,34350,6765,6875
142,34440,34550,6765,6875
143,34640,34750,6765,6875
144,34840,34950,6765,6875
145,35040,35150,6765,6875
146,35240,35350,6765,6875
147,35440,35550,6765,6875
148,35640,35750,6765,6875
149,35840,35950,6765,6875
150,36040,36150,6765,6875
151,36240,36350,6765,6875
152,36440,36550,6765,6875
153,36640,36750,6765,6875
154,36840,36950,6765,6875
155,37040,37150,6765,6875
156,37240,37350,6765,6875
157,37440,37550,6765,6875
158,37640,37750,6765,6875
159,37840,37950,6765,6875
160,38040,38150,6765,6875
161,38240,38350,6765,6875
162,38440,38550,6765,6875
163,38640,38750,6765,6875
164,38840,38950,6765,6875
165,39040,39150,6765,6875
166,39240,39350,6765,6875
167,39440,39550,6765,6875
168,39640,39750,6765,6875
