0,6040,6045,6765,6770,0.0
1,6040,6045,6770,6775,0.0
2,6040,6045,6775,6780,0.0
3,6040,6045,6780,6785,0.0
4,6040,6045,6785,6790,0.0
5,6040,6045,6790,6795,0.0
6,6040,6045,6795,6800,0.0
7,6040,6045,6800,6805,0.0
8,6040,6045,6805,6810,0.0
9,6040,6045,6810,6815,0.0
10,6040,6045,6815,6820,0.0
11,6040,6045,6820,6825,0.0
12,6040,6045,6825,6830,0.0
13,6040,6045,6830,6835,0.0
14,6040,6045,6835,6840,0.0
15,6040,6045,6840,6845,0.0
16,6040,6045,6845,6850,0.0
17,6040,6045,6850,6855,0.0
18,6040,6045,6855,6860,0.0
19,6040,6045,6860,6865,0.0
20,6045,6050,6765,6770,0.0
21,6045,6050,6770,6775,0.0
22,6045,6050,6775,6780,0.0
23,6045,6050,6780,6785,0.0
24,6045,6050,6785,6790,0.0
25,6045,6050,6790,6795,0.0
26,6045,6050,6795,6800,0.0
27,6045,6050,6800,6805,0.0
28,6045,6050,6805,6810,0.0
29,6045,6050,6810,6815,0.0
30,6045,6050,6815,6820,0.0
31,6045,6050,6820,6825,0.0
32,6045,6050,6825,6830,0.0
33,6045,6050,6830,6835,0.0
34,6045,6050,6835,6840,0.0
35,6045,6050,6840,6845,0.0
36,6045,6050,6845,6850,0.0
37,6045,6050,6850,6855,0.0
38,6045,6050,6855,6860,0.0
39,6045,6050,6860,6865,0.0
40,6050,6055,6765,6770,0.0
41,6050,6055,6770,6775,0.0
42,6050,6055,6775,6780,0.0
43,6050,6055,6780,6785,0.0
44,6050,6055,6785,6790,0.0
45,6050,6055,6790,6795,0.0
46,6050,6055,6795,6800,0.0
47,6050,6055,6800,6805,0.0
48,6050,6055,6805,6810,0.0
49,6050,6055,6810,6815,0.0
50,6050,6055,6815,6820,0.0
51,6050,6055,6820,6825,0.0
52,6050,6055,6825,6830,0.0
53,6050,6055,6830,6835,0.0
54,6050,6055,6835,6840,0.0
55,6050,6055,6840,6845,0.0
56,6050,6055,6845,6850,0.0
57,6050,6055,6850,6855,0.0
58,6050,6055,6855,6860,0.0
59,6050,6055,6860,6865,0.0
60,6055,6060,6765,6770,0.0
61,6055,6060,6770,6775,0.0
62,6055,6060,6775,6780,0.0
63,6055,6060,6780,6785,0.0
64,6055,6060,6785,6790,0.0
65,6055,6060,6790,6795,0.0
66,6055,6060,6795,6800,0.0
67,6055,6060,6800,6805,0.0
68,6055,6060,6805,6810,0.0
69,6055,6060,6810,6815,0.0
70,6055,6060,6815,6820,0.0
71,6055,6060,6820,6825,0.0
72,6055,6060,6825,6830,0.0
73,6055,6060,6830,6835,0.0
74,6055,6060,6835,6840,0.0
75,6055,6060,6840,6845,0.0
76,6055,6060,6845,6850,0.0
